uniqPhages,uniqSpecies,Infectivity
1.231.O.,Vibrio sp. F12,NoInf
1.231.O.,Vibrio sp. F13,NoInf
1.231.O.,Vibrio splendidus,NoInf
1.231.O.,Vibrio tasmaniensis,NoInf
1.231.O.,Vibrio vulnificus,NoInf
1.232.O.,Aliivibrio fischeri,NoInf
1.232.O.,Enterovibrio norvegicus,NoInf
1.232.O.,Shewanella sp. 10N.6,NoInf
1.232.O.,Shewanella sp. 10N.7,NoInf
1.232.O.,Vibrio alginolyticus,NoInf
1.232.O.,Vibrio anguillarum,NoInf
1.232.O.,Vibrio breoganii,NoInf
1.232.O.,Vibrio cyclitrophicus,NoInf
1.232.O.,Vibrio jasicida,NoInf
1.232.O.,Vibrio kanaloae,NoInf
1.232.O.,Vibrio lentus,NoInf
1.232.O.,Vibrio parahaemolyticus,NoInf
1.232.O.,Vibrio sp. 10N.1,NoInf
1.232.O.,Vibrio sp. 10N.2,NoInf
1.232.O.,Vibrio sp. 10N.3,NoInf
1.232.O.,Vibrio sp. 10N.4,NoInf
1.232.O.,Vibrio sp. 10N.5,NoInf
1.232.O.,Vibrio sp. F12,NoInf
1.232.O.,Vibrio sp. F13,NoInf
1.232.O.,Vibrio splendidus,NoInf
1.232.O.,Vibrio tasmaniensis,Inf
1.232.O.,Vibrio vulnificus,NoInf
1.233.A.,Aliivibrio fischeri,NoInf
1.233.A.,Enterovibrio norvegicus,NoInf
1.233.A.,Shewanella sp. 10N.6,NoInf
1.233.A.,Shewanella sp. 10N.7,NoInf
1.233.A.,Vibrio alginolyticus,NoInf
1.233.A.,Vibrio anguillarum,NoInf
1.233.A.,Vibrio breoganii,Inf
1.233.A.,Vibrio cyclitrophicus,NoInf
1.233.A.,Vibrio jasicida,NoInf
1.233.A.,Vibrio kanaloae,NoInf
1.233.A.,Vibrio lentus,NoInf
1.233.A.,Vibrio parahaemolyticus,NoInf
1.233.A.,Vibrio sp. 10N.1,NoInf
1.233.A.,Vibrio sp. 10N.2,NoInf
1.233.A.,Vibrio sp. 10N.3,NoInf
1.233.A.,Vibrio sp. 10N.4,NoInf
1.233.A.,Vibrio sp. 10N.5,NoInf
1.233.A.,Vibrio sp. F12,NoInf
1.233.A.,Vibrio sp. F13,NoInf
1.233.A.,Vibrio splendidus,NoInf
1.233.A.,Vibrio tasmaniensis,NoInf
1.233.A.,Vibrio vulnificus,NoInf
1.235.O.,Aliivibrio fischeri,NoInf
1.235.O.,Enterovibrio norvegicus,NoInf
1.235.O.,Shewanella sp. 10N.6,NoInf
1.235.O.,Shewanella sp. 10N.7,NoInf
1.235.O.,Vibrio alginolyticus,NoInf
1.235.O.,Vibrio anguillarum,NoInf
1.235.O.,Vibrio breoganii,NoInf
1.235.O.,Vibrio cyclitrophicus,Inf
1.235.O.,Vibrio jasicida,NoInf
1.235.O.,Vibrio kanaloae,NoInf
1.235.O.,Vibrio lentus,NoInf
1.235.O.,Vibrio parahaemolyticus,NoInf
1.235.O.,Vibrio sp. 10N.1,NoInf
1.235.O.,Vibrio sp. 10N.2,NoInf
1.235.O.,Vibrio sp. 10N.3,NoInf
1.235.O.,Vibrio sp. 10N.4,NoInf
1.235.O.,Vibrio sp. 10N.5,NoInf
1.235.O.,Vibrio sp. F12,NoInf
1.235.O.,Vibrio sp. F13,NoInf
1.235.O.,Vibrio splendidus,NoInf
1.235.O.,Vibrio tasmaniensis,NoInf
1.235.O.,Vibrio vulnificus,NoInf
1.236.O.,Aliivibrio fischeri,NoInf
1.236.O.,Enterovibrio norvegicus,NoInf
1.236.O.,Shewanella sp. 10N.6,NoInf
1.236.O.,Shewanella sp. 10N.7,NoInf
1.236.O.,Vibrio alginolyticus,NoInf
1.236.O.,Vibrio anguillarum,NoInf
1.236.O.,Vibrio breoganii,NoInf
1.236.O.,Vibrio cyclitrophicus,Inf
1.236.O.,Vibrio jasicida,NoInf
1.236.O.,Vibrio kanaloae,NoInf
1.236.O.,Vibrio lentus,NoInf
1.236.O.,Vibrio parahaemolyticus,NoInf
1.236.O.,Vibrio sp. 10N.1,NoInf
1.236.O.,Vibrio sp. 10N.2,NoInf
1.236.O.,Vibrio sp. 10N.3,NoInf
1.236.O.,Vibrio sp. 10N.4,NoInf
1.236.O.,Vibrio sp. 10N.5,NoInf
1.236.O.,Vibrio sp. F12,NoInf
1.236.O.,Vibrio sp. F13,NoInf
1.236.O.,Vibrio splendidus,NoInf
1.236.O.,Vibrio tasmaniensis,NoInf
1.236.O.,Vibrio vulnificus,NoInf
1.237.A.,Aliivibrio fischeri,NoInf
1.237.A.,Enterovibrio norvegicus,NoInf
1.237.A.,Shewanella sp. 10N.6,NoInf
1.237.A.,Shewanella sp. 10N.7,NoInf
1.237.A.,Vibrio alginolyticus,NoInf
1.237.A.,Vibrio anguillarum,NoInf
1.237.A.,Vibrio breoganii,NoInf
1.237.A.,Vibrio cyclitrophicus,NoInf
1.237.A.,Vibrio jasicida,NoInf
1.237.A.,Vibrio kanaloae,NoInf
1.237.A.,Vibrio lentus,Inf
1.237.A.,Vibrio parahaemolyticus,NoInf
1.237.A.,Vibrio sp. 10N.1,NoInf
1.237.A.,Vibrio sp. 10N.2,NoInf
1.237.A.,Vibrio sp. 10N.3,NoInf
1.237.A.,Vibrio sp. 10N.4,NoInf
1.237.A.,Vibrio sp. 10N.5,NoInf
1.237.A.,Vibrio sp. F12,NoInf
1.237.A.,Vibrio sp. F13,NoInf
1.237.A.,Vibrio splendidus,NoInf
1.237.A.,Vibrio tasmaniensis,NoInf
1.237.A.,Vibrio vulnificus,NoInf
1.238.A.,Aliivibrio fischeri,NoInf
1.238.A.,Enterovibrio norvegicus,NoInf
1.238.A.,Shewanella sp. 10N.6,NoInf
1.238.A.,Shewanella sp. 10N.7,NoInf
1.238.A.,Vibrio alginolyticus,NoInf
1.238.A.,Vibrio anguillarum,NoInf
1.238.A.,Vibrio breoganii,Inf
1.238.A.,Vibrio cyclitrophicus,NoInf
1.238.A.,Vibrio jasicida,NoInf
1.238.A.,Vibrio kanaloae,NoInf
1.238.A.,Vibrio lentus,NoInf
1.238.A.,Vibrio parahaemolyticus,NoInf
1.238.A.,Vibrio sp. 10N.1,NoInf
1.238.A.,Vibrio sp. 10N.2,NoInf
1.238.A.,Vibrio sp. 10N.3,NoInf
1.238.A.,Vibrio sp. 10N.4,NoInf
1.238.A.,Vibrio sp. 10N.5,NoInf
1.238.A.,Vibrio sp. F12,NoInf
1.238.A.,Vibrio sp. F13,NoInf
1.238.A.,Vibrio splendidus,NoInf
1.238.A.,Vibrio tasmaniensis,NoInf
1.238.A.,Vibrio vulnificus,NoInf
1.239.O.,Aliivibrio fischeri,NoInf
1.239.O.,Enterovibrio norvegicus,NoInf
1.239.O.,Shewanella sp. 10N.6,NoInf
1.239.O.,Shewanella sp. 10N.7,NoInf
1.239.O.,Vibrio alginolyticus,NoInf
1.239.O.,Vibrio anguillarum,NoInf
1.239.O.,Vibrio breoganii,Inf
1.239.O.,Vibrio cyclitrophicus,NoInf
1.239.O.,Vibrio jasicida,NoInf
1.239.O.,Vibrio kanaloae,NoInf
1.239.O.,Vibrio lentus,NoInf
1.239.O.,Vibrio parahaemolyticus,NoInf
1.239.O.,Vibrio sp. 10N.1,NoInf
1.239.O.,Vibrio sp. 10N.2,NoInf
1.239.O.,Vibrio sp. 10N.3,NoInf
1.239.O.,Vibrio sp. 10N.4,NoInf
1.239.O.,Vibrio sp. 10N.5,NoInf
1.239.O.,Vibrio sp. F12,NoInf
1.239.O.,Vibrio sp. F13,NoInf
1.239.O.,Vibrio splendidus,NoInf
1.239.O.,Vibrio tasmaniensis,NoInf
1.239.O.,Vibrio vulnificus,NoInf
1.240.O.,Aliivibrio fischeri,NoInf
1.240.O.,Enterovibrio norvegicus,NoInf
1.240.O.,Shewanella sp. 10N.6,NoInf
1.240.O.,Shewanella sp. 10N.7,NoInf
1.240.O.,Vibrio alginolyticus,NoInf
1.240.O.,Vibrio anguillarum,NoInf
1.240.O.,Vibrio breoganii,Inf
1.240.O.,Vibrio cyclitrophicus,NoInf
1.240.O.,Vibrio jasicida,NoInf
1.240.O.,Vibrio kanaloae,NoInf
1.240.O.,Vibrio lentus,NoInf
1.240.O.,Vibrio parahaemolyticus,NoInf
1.240.O.,Vibrio sp. 10N.1,NoInf
1.240.O.,Vibrio sp. 10N.2,NoInf
1.240.O.,Vibrio sp. 10N.3,NoInf
1.240.O.,Vibrio sp. 10N.4,NoInf
1.240.O.,Vibrio sp. 10N.5,NoInf
1.240.O.,Vibrio sp. F12,NoInf
1.240.O.,Vibrio sp. F13,NoInf
1.240.O.,Vibrio splendidus,NoInf
1.240.O.,Vibrio tasmaniensis,NoInf
1.240.O.,Vibrio vulnificus,NoInf
1.242.O.,Aliivibrio fischeri,NoInf
1.242.O.,Enterovibrio norvegicus,NoInf
1.242.O.,Shewanella sp. 10N.6,NoInf
1.242.O.,Shewanella sp. 10N.7,NoInf
1.242.O.,Vibrio alginolyticus,NoInf
1.242.O.,Vibrio anguillarum,NoInf
1.242.O.,Vibrio breoganii,Inf
1.242.O.,Vibrio cyclitrophicus,NoInf
1.242.O.,Vibrio jasicida,NoInf
1.242.O.,Vibrio kanaloae,NoInf
1.242.O.,Vibrio lentus,NoInf
1.242.O.,Vibrio parahaemolyticus,NoInf
1.242.O.,Vibrio sp. 10N.1,NoInf
1.242.O.,Vibrio sp. 10N.2,NoInf
1.242.O.,Vibrio sp. 10N.3,NoInf
1.242.O.,Vibrio sp. 10N.4,NoInf
1.242.O.,Vibrio sp. 10N.5,NoInf
1.242.O.,Vibrio sp. F12,NoInf
1.242.O.,Vibrio sp. F13,NoInf
1.242.O.,Vibrio splendidus,NoInf
1.242.O.,Vibrio tasmaniensis,NoInf
1.242.O.,Vibrio vulnificus,NoInf
1.243.O.,Aliivibrio fischeri,NoInf
1.243.O.,Enterovibrio norvegicus,NoInf
1.243.O.,Shewanella sp. 10N.6,NoInf
1.243.O.,Shewanella sp. 10N.7,NoInf
1.243.O.,Vibrio alginolyticus,NoInf
1.243.O.,Vibrio anguillarum,NoInf
1.243.O.,Vibrio breoganii,NoInf
1.243.O.,Vibrio cyclitrophicus,Inf
1.243.O.,Vibrio jasicida,NoInf
1.243.O.,Vibrio kanaloae,NoInf
1.243.O.,Vibrio lentus,NoInf
1.243.O.,Vibrio parahaemolyticus,NoInf
1.243.O.,Vibrio sp. 10N.1,NoInf
1.243.O.,Vibrio sp. 10N.2,NoInf
1.243.O.,Vibrio sp. 10N.3,NoInf
1.243.O.,Vibrio sp. 10N.4,NoInf
1.243.O.,Vibrio sp. 10N.5,NoInf
1.243.O.,Vibrio sp. F12,NoInf
1.243.O.,Vibrio sp. F13,NoInf
1.243.O.,Vibrio splendidus,NoInf
1.243.O.,Vibrio tasmaniensis,NoInf
1.243.O.,Vibrio vulnificus,NoInf
1.244.A.,Aliivibrio fischeri,NoInf
1.244.A.,Enterovibrio norvegicus,NoInf
1.244.A.,Shewanella sp. 10N.6,NoInf
1.244.A.,Shewanella sp. 10N.7,NoInf
1.244.A.,Vibrio alginolyticus,NoInf
1.244.A.,Vibrio anguillarum,NoInf
1.244.A.,Vibrio breoganii,NoInf
1.244.A.,Vibrio cyclitrophicus,NoInf
1.244.A.,Vibrio jasicida,NoInf
1.244.A.,Vibrio kanaloae,NoInf
1.244.A.,Vibrio lentus,NoInf
1.244.A.,Vibrio parahaemolyticus,NoInf
1.244.A.,Vibrio sp. 10N.1,NoInf
1.244.A.,Vibrio sp. 10N.2,NoInf
1.244.A.,Vibrio sp. 10N.3,NoInf
1.244.A.,Vibrio sp. 10N.4,NoInf
1.244.A.,Vibrio sp. 10N.5,NoInf
1.244.A.,Vibrio sp. F12,NoInf
1.244.A.,Vibrio sp. F13,NoInf
1.244.A.,Vibrio splendidus,Inf
1.244.A.,Vibrio tasmaniensis,NoInf
1.244.A.,Vibrio vulnificus,NoInf
1.245.O.,Aliivibrio fischeri,NoInf
1.245.O.,Enterovibrio norvegicus,NoInf
1.245.O.,Shewanella sp. 10N.6,NoInf
1.245.O.,Shewanella sp. 10N.7,NoInf
1.245.O.,Vibrio alginolyticus,NoInf
1.245.O.,Vibrio anguillarum,NoInf
1.245.O.,Vibrio breoganii,Inf
1.245.O.,Vibrio cyclitrophicus,NoInf
1.245.O.,Vibrio jasicida,NoInf
1.245.O.,Vibrio kanaloae,NoInf
1.245.O.,Vibrio lentus,NoInf
1.245.O.,Vibrio parahaemolyticus,NoInf
1.245.O.,Vibrio sp. 10N.1,NoInf
1.245.O.,Vibrio sp. 10N.2,NoInf
1.245.O.,Vibrio sp. 10N.3,NoInf
1.245.O.,Vibrio sp. 10N.4,NoInf
1.245.O.,Vibrio sp. 10N.5,NoInf
1.245.O.,Vibrio sp. F12,NoInf
1.245.O.,Vibrio sp. F13,NoInf
1.245.O.,Vibrio splendidus,NoInf
1.245.O.,Vibrio tasmaniensis,NoInf
1.245.O.,Vibrio vulnificus,NoInf
1.246.O.,Aliivibrio fischeri,NoInf
1.246.O.,Enterovibrio norvegicus,NoInf
1.246.O.,Shewanella sp. 10N.6,NoInf
1.246.O.,Shewanella sp. 10N.7,NoInf
1.246.O.,Vibrio alginolyticus,NoInf
1.246.O.,Vibrio anguillarum,NoInf
1.246.O.,Vibrio breoganii,NoInf
1.246.O.,Vibrio cyclitrophicus,NoInf
1.246.O.,Vibrio jasicida,NoInf
1.246.O.,Vibrio kanaloae,NoInf
1.246.O.,Vibrio lentus,NoInf
1.246.O.,Vibrio parahaemolyticus,NoInf
1.246.O.,Vibrio sp. 10N.1,NoInf
1.246.O.,Vibrio sp. 10N.2,NoInf
1.246.O.,Vibrio sp. 10N.3,NoInf
1.246.O.,Vibrio sp. 10N.4,NoInf
1.246.O.,Vibrio sp. 10N.5,NoInf
1.246.O.,Vibrio sp. F12,NoInf
1.246.O.,Vibrio sp. F13,Inf
1.246.O.,Vibrio splendidus,NoInf
1.246.O.,Vibrio tasmaniensis,NoInf
1.246.O.,Vibrio vulnificus,NoInf
1.247.A.,Aliivibrio fischeri,NoInf
1.247.A.,Enterovibrio norvegicus,NoInf
1.247.A.,Shewanella sp. 10N.6,NoInf
1.247.A.,Shewanella sp. 10N.7,NoInf
1.247.A.,Vibrio alginolyticus,NoInf
1.247.A.,Vibrio anguillarum,NoInf
1.247.A.,Vibrio breoganii,Inf
1.247.A.,Vibrio cyclitrophicus,NoInf
1.247.A.,Vibrio jasicida,NoInf
1.247.A.,Vibrio kanaloae,NoInf
1.247.A.,Vibrio lentus,NoInf
1.247.A.,Vibrio parahaemolyticus,NoInf
1.247.A.,Vibrio sp. 10N.1,NoInf
1.247.A.,Vibrio sp. 10N.2,NoInf
1.247.A.,Vibrio sp. 10N.3,NoInf
1.247.A.,Vibrio sp. 10N.4,NoInf
1.247.A.,Vibrio sp. 10N.5,NoInf
1.247.A.,Vibrio sp. F12,NoInf
1.247.A.,Vibrio sp. F13,NoInf
1.247.A.,Vibrio splendidus,Inf
1.247.A.,Vibrio tasmaniensis,NoInf
1.247.A.,Vibrio vulnificus,NoInf
1.248.O.,Aliivibrio fischeri,NoInf
1.248.O.,Enterovibrio norvegicus,NoInf
1.248.O.,Shewanella sp. 10N.6,NoInf
1.248.O.,Shewanella sp. 10N.7,NoInf
1.248.O.,Vibrio alginolyticus,NoInf
1.248.O.,Vibrio anguillarum,NoInf
1.248.O.,Vibrio breoganii,NoInf
1.248.O.,Vibrio cyclitrophicus,Inf
1.248.O.,Vibrio jasicida,NoInf
1.248.O.,Vibrio kanaloae,NoInf
1.248.O.,Vibrio lentus,NoInf
1.248.O.,Vibrio parahaemolyticus,NoInf
1.248.O.,Vibrio sp. 10N.1,NoInf
1.248.O.,Vibrio sp. 10N.2,NoInf
1.248.O.,Vibrio sp. 10N.3,NoInf
1.248.O.,Vibrio sp. 10N.4,NoInf
1.248.O.,Vibrio sp. 10N.5,NoInf
1.248.O.,Vibrio sp. F12,NoInf
1.248.O.,Vibrio sp. F13,NoInf
1.248.O.,Vibrio splendidus,NoInf
1.248.O.,Vibrio tasmaniensis,NoInf
1.248.O.,Vibrio vulnificus,NoInf
1.249.A.,Aliivibrio fischeri,NoInf
1.249.A.,Enterovibrio norvegicus,NoInf
1.249.A.,Shewanella sp. 10N.6,NoInf
1.249.A.,Shewanella sp. 10N.7,NoInf
1.249.A.,Vibrio alginolyticus,NoInf
1.249.A.,Vibrio anguillarum,NoInf
1.249.A.,Vibrio breoganii,NoInf
1.249.A.,Vibrio cyclitrophicus,Inf
1.249.A.,Vibrio jasicida,NoInf
1.249.A.,Vibrio kanaloae,NoInf
1.249.A.,Vibrio lentus,NoInf
1.249.A.,Vibrio parahaemolyticus,NoInf
1.249.A.,Vibrio sp. 10N.1,NoInf
1.249.A.,Vibrio sp. 10N.2,NoInf
1.249.A.,Vibrio sp. 10N.3,NoInf
1.249.A.,Vibrio sp. 10N.4,NoInf
1.249.A.,Vibrio sp. 10N.5,NoInf
1.249.A.,Vibrio sp. F12,NoInf
1.249.A.,Vibrio sp. F13,NoInf
1.249.A.,Vibrio splendidus,NoInf
1.249.A.,Vibrio tasmaniensis,NoInf
1.249.A.,Vibrio vulnificus,NoInf
1.250.O.,Aliivibrio fischeri,NoInf
1.250.O.,Enterovibrio norvegicus,NoInf
1.250.O.,Shewanella sp. 10N.6,NoInf
1.250.O.,Shewanella sp. 10N.7,NoInf
1.250.O.,Vibrio alginolyticus,NoInf
1.250.O.,Vibrio anguillarum,NoInf
1.250.O.,Vibrio breoganii,NoInf
1.250.O.,Vibrio cyclitrophicus,NoInf
1.250.O.,Vibrio jasicida,NoInf
1.250.O.,Vibrio kanaloae,NoInf
1.250.O.,Vibrio lentus,NoInf
1.250.O.,Vibrio parahaemolyticus,NoInf
1.250.O.,Vibrio sp. 10N.1,NoInf
1.250.O.,Vibrio sp. 10N.2,NoInf
1.250.O.,Vibrio sp. 10N.3,NoInf
1.250.O.,Vibrio sp. 10N.4,NoInf
1.250.O.,Vibrio sp. 10N.5,NoInf
1.250.O.,Vibrio sp. F12,NoInf
1.250.O.,Vibrio sp. F13,NoInf
1.250.O.,Vibrio splendidus,Inf
1.250.O.,Vibrio tasmaniensis,NoInf
1.250.O.,Vibrio vulnificus,NoInf
1.251.O.,Aliivibrio fischeri,NoInf
1.251.O.,Enterovibrio norvegicus,NoInf
1.251.O.,Shewanella sp. 10N.6,NoInf
1.251.O.,Shewanella sp. 10N.7,NoInf
1.251.O.,Vibrio alginolyticus,NoInf
1.251.O.,Vibrio anguillarum,NoInf
1.251.O.,Vibrio breoganii,NoInf
1.251.O.,Vibrio cyclitrophicus,NoInf
1.251.O.,Vibrio jasicida,NoInf
1.251.O.,Vibrio kanaloae,NoInf
1.251.O.,Vibrio lentus,Inf
1.251.O.,Vibrio parahaemolyticus,NoInf
1.251.O.,Vibrio sp. 10N.1,NoInf
1.251.O.,Vibrio sp. 10N.2,NoInf
1.251.O.,Vibrio sp. 10N.3,NoInf
1.251.O.,Vibrio sp. 10N.4,NoInf
1.251.O.,Vibrio sp. 10N.5,NoInf
1.251.O.,Vibrio sp. F12,NoInf
1.251.O.,Vibrio sp. F13,NoInf
1.251.O.,Vibrio splendidus,NoInf
1.251.O.,Vibrio tasmaniensis,NoInf
1.251.O.,Vibrio vulnificus,NoInf
1.253.O.,Aliivibrio fischeri,NoInf
1.253.O.,Enterovibrio norvegicus,NoInf
1.253.O.,Shewanella sp. 10N.6,NoInf
1.253.O.,Shewanella sp. 10N.7,NoInf
1.253.O.,Vibrio alginolyticus,NoInf
1.253.O.,Vibrio anguillarum,NoInf
1.253.O.,Vibrio breoganii,NoInf
1.253.O.,Vibrio cyclitrophicus,Inf
1.253.O.,Vibrio jasicida,NoInf
1.253.O.,Vibrio kanaloae,NoInf
1.253.O.,Vibrio lentus,Inf
1.253.O.,Vibrio parahaemolyticus,NoInf
1.253.O.,Vibrio sp. 10N.1,NoInf
1.253.O.,Vibrio sp. 10N.2,NoInf
1.253.O.,Vibrio sp. 10N.3,NoInf
1.253.O.,Vibrio sp. 10N.4,NoInf
1.253.O.,Vibrio sp. 10N.5,NoInf
1.253.O.,Vibrio sp. F12,NoInf
1.253.O.,Vibrio sp. F13,NoInf
1.253.O.,Vibrio splendidus,Inf
1.253.O.,Vibrio tasmaniensis,NoInf
1.253.O.,Vibrio vulnificus,NoInf
1.254.O.,Aliivibrio fischeri,NoInf
1.254.O.,Enterovibrio norvegicus,NoInf
1.254.O.,Shewanella sp. 10N.6,NoInf
1.254.O.,Shewanella sp. 10N.7,NoInf
1.254.O.,Vibrio alginolyticus,NoInf
1.254.O.,Vibrio anguillarum,NoInf
1.254.O.,Vibrio breoganii,NoInf
1.254.O.,Vibrio cyclitrophicus,NoInf
1.254.O.,Vibrio jasicida,NoInf
1.254.O.,Vibrio kanaloae,NoInf
1.254.O.,Vibrio lentus,Inf
1.254.O.,Vibrio parahaemolyticus,NoInf
1.254.O.,Vibrio sp. 10N.1,NoInf
1.254.O.,Vibrio sp. 10N.2,NoInf
1.254.O.,Vibrio sp. 10N.3,NoInf
1.254.O.,Vibrio sp. 10N.4,NoInf
1.254.O.,Vibrio sp. 10N.5,NoInf
1.254.O.,Vibrio sp. F12,NoInf
1.254.O.,Vibrio sp. F13,NoInf
1.254.O.,Vibrio splendidus,NoInf
1.254.O.,Vibrio tasmaniensis,NoInf
1.254.O.,Vibrio vulnificus,NoInf
1.255.O.,Aliivibrio fischeri,NoInf
1.255.O.,Enterovibrio norvegicus,NoInf
1.255.O.,Shewanella sp. 10N.6,NoInf
1.255.O.,Shewanella sp. 10N.7,NoInf
1.255.O.,Vibrio alginolyticus,NoInf
1.255.O.,Vibrio anguillarum,NoInf
1.255.O.,Vibrio breoganii,NoInf
1.255.O.,Vibrio cyclitrophicus,NoInf
1.255.O.,Vibrio jasicida,NoInf
1.255.O.,Vibrio kanaloae,NoInf
1.255.O.,Vibrio lentus,Inf
1.255.O.,Vibrio parahaemolyticus,NoInf
1.255.O.,Vibrio sp. 10N.1,NoInf
1.255.O.,Vibrio sp. 10N.2,NoInf
1.255.O.,Vibrio sp. 10N.3,NoInf
1.255.O.,Vibrio sp. 10N.4,NoInf
1.255.O.,Vibrio sp. 10N.5,NoInf
1.255.O.,Vibrio sp. F12,NoInf
1.255.O.,Vibrio sp. F13,NoInf
1.255.O.,Vibrio splendidus,Inf
1.255.O.,Vibrio tasmaniensis,NoInf
1.255.O.,Vibrio vulnificus,NoInf
1.256.O.,Aliivibrio fischeri,NoInf
1.256.O.,Enterovibrio norvegicus,Inf
1.256.O.,Shewanella sp. 10N.6,NoInf
1.256.O.,Shewanella sp. 10N.7,NoInf
1.256.O.,Vibrio alginolyticus,NoInf
1.256.O.,Vibrio anguillarum,NoInf
1.256.O.,Vibrio breoganii,NoInf
1.256.O.,Vibrio cyclitrophicus,Inf
1.256.O.,Vibrio jasicida,NoInf
1.256.O.,Vibrio kanaloae,NoInf
1.256.O.,Vibrio lentus,Inf
1.256.O.,Vibrio parahaemolyticus,NoInf
1.256.O.,Vibrio sp. 10N.1,NoInf
1.256.O.,Vibrio sp. 10N.2,NoInf
1.256.O.,Vibrio sp. 10N.3,NoInf
1.256.O.,Vibrio sp. 10N.4,NoInf
1.256.O.,Vibrio sp. 10N.5,NoInf
1.256.O.,Vibrio sp. F12,NoInf
1.256.O.,Vibrio sp. F13,NoInf
1.256.O.,Vibrio splendidus,NoInf
1.256.O.,Vibrio tasmaniensis,NoInf
1.256.O.,Vibrio vulnificus,NoInf
1.257.O.,Aliivibrio fischeri,NoInf
1.257.O.,Enterovibrio norvegicus,NoInf
1.257.O.,Shewanella sp. 10N.6,NoInf
1.257.O.,Shewanella sp. 10N.7,NoInf
1.257.O.,Vibrio alginolyticus,NoInf
1.257.O.,Vibrio anguillarum,NoInf
1.257.O.,Vibrio breoganii,NoInf
1.257.O.,Vibrio cyclitrophicus,NoInf
1.257.O.,Vibrio jasicida,NoInf
1.257.O.,Vibrio kanaloae,NoInf
1.257.O.,Vibrio lentus,NoInf
1.257.O.,Vibrio parahaemolyticus,NoInf
1.257.O.,Vibrio sp. 10N.1,NoInf
1.257.O.,Vibrio sp. 10N.2,NoInf
1.257.O.,Vibrio sp. 10N.3,NoInf
1.257.O.,Vibrio sp. 10N.4,NoInf
1.257.O.,Vibrio sp. 10N.5,NoInf
1.257.O.,Vibrio sp. F12,NoInf
1.257.O.,Vibrio sp. F13,NoInf
1.257.O.,Vibrio splendidus,Inf
1.257.O.,Vibrio tasmaniensis,NoInf
1.257.O.,Vibrio vulnificus,NoInf
1.259.O.,Aliivibrio fischeri,NoInf
1.259.O.,Enterovibrio norvegicus,NoInf
1.259.O.,Shewanella sp. 10N.6,NoInf
1.259.O.,Shewanella sp. 10N.7,NoInf
1.259.O.,Vibrio alginolyticus,NoInf
1.259.O.,Vibrio anguillarum,NoInf
1.259.O.,Vibrio breoganii,NoInf
1.259.O.,Vibrio cyclitrophicus,NoInf
1.259.O.,Vibrio jasicida,NoInf
1.259.O.,Vibrio kanaloae,NoInf
1.259.O.,Vibrio lentus,NoInf
1.259.O.,Vibrio parahaemolyticus,NoInf
1.259.O.,Vibrio sp. 10N.1,NoInf
1.259.O.,Vibrio sp. 10N.2,NoInf
1.259.O.,Vibrio sp. 10N.3,NoInf
1.259.O.,Vibrio sp. 10N.4,NoInf
1.259.O.,Vibrio sp. 10N.5,NoInf
1.259.O.,Vibrio sp. F12,NoInf
1.259.O.,Vibrio sp. F13,NoInf
1.259.O.,Vibrio splendidus,Inf
1.259.O.,Vibrio tasmaniensis,NoInf
1.259.O.,Vibrio vulnificus,NoInf
1.261.O.,Aliivibrio fischeri,NoInf
1.261.O.,Enterovibrio norvegicus,NoInf
1.261.O.,Shewanella sp. 10N.6,NoInf
1.261.O.,Shewanella sp. 10N.7,NoInf
1.261.O.,Vibrio alginolyticus,NoInf
1.261.O.,Vibrio anguillarum,NoInf
1.261.O.,Vibrio breoganii,Inf
1.261.O.,Vibrio cyclitrophicus,NoInf
1.261.O.,Vibrio jasicida,NoInf
1.261.O.,Vibrio kanaloae,NoInf
1.261.O.,Vibrio lentus,NoInf
1.261.O.,Vibrio parahaemolyticus,NoInf
1.261.O.,Vibrio sp. 10N.1,NoInf
1.261.O.,Vibrio sp. 10N.2,NoInf
1.261.O.,Vibrio sp. 10N.3,NoInf
1.261.O.,Vibrio sp. 10N.4,NoInf
1.261.O.,Vibrio sp. 10N.5,NoInf
1.261.O.,Vibrio sp. F12,NoInf
1.261.O.,Vibrio sp. F13,NoInf
1.261.O.,Vibrio splendidus,NoInf
1.261.O.,Vibrio tasmaniensis,NoInf
1.261.O.,Vibrio vulnificus,NoInf
1.262.O.,Aliivibrio fischeri,NoInf
1.262.O.,Enterovibrio norvegicus,NoInf
1.262.O.,Shewanella sp. 10N.6,NoInf
1.262.O.,Shewanella sp. 10N.7,NoInf
1.262.O.,Vibrio alginolyticus,NoInf
1.262.O.,Vibrio anguillarum,NoInf
1.262.O.,Vibrio breoganii,Inf
1.262.O.,Vibrio cyclitrophicus,NoInf
1.262.O.,Vibrio jasicida,NoInf
1.262.O.,Vibrio kanaloae,NoInf
1.262.O.,Vibrio lentus,NoInf
1.262.O.,Vibrio parahaemolyticus,NoInf
1.262.O.,Vibrio sp. 10N.1,NoInf
1.262.O.,Vibrio sp. 10N.2,NoInf
1.262.O.,Vibrio sp. 10N.3,NoInf
1.262.O.,Vibrio sp. 10N.4,NoInf
1.262.O.,Vibrio sp. 10N.5,NoInf
1.262.O.,Vibrio sp. F12,NoInf
1.262.O.,Vibrio sp. F13,NoInf
1.262.O.,Vibrio splendidus,NoInf
1.262.O.,Vibrio tasmaniensis,NoInf
1.262.O.,Vibrio vulnificus,NoInf
