hostname,phagename,infection
Escherichia_coli,NC_000866,Inf
Staphylococcus_aureus,NC_004617,Inf
Staphylococcus_aureus,NC_004616,Inf
Staphylococcus_aureus,NC_004615,Inf
Streptococcus_pyogenes,NC_004584,Inf
Vibrio_harveyi,NC_004456,Inf
Vibrio_parahaemolyticus,NC_003907,Inf
Vibrio_cholerae,NC_003327,Inf
Salmonella_enterica,NC_004348,Inf
Salmonella_enterica,NC_004313,Inf
Streptococcus_thermophilus,NC_004303,Inf
Vibrio_cholerae,NC_004306,Inf
Lactococcus_lactis,NC_004302,Inf
Pseudomonas_syringae,NC_004175,Inf
Pseudomonas_syringae,NC_004174,Inf
Pseudomonas_syringae,NC_004173,Inf
Pseudomonas_syringae,NC_004172,Inf
Pseudomonas_syringae,NC_004171,Inf
Bacillus_subtilis,NC_004165,Inf
Lactobacillus_casei,NC_004112,Inf
Natrialba_magadii,NC_004084,Inf
Lactococcus_lactis,NC_004066,Inf
Spiroplasma_citri,NC_003793,Inf
Pseudomonas_syringae,NC_003716,Inf
Pseudomonas_syringae,NC_003715,Inf
Pseudomonas_syringae,NC_003714,Inf
Clostridium_perfringens,NC_003524,Inf
Propionibacterium_freudenreichii,NC_003460,Inf
Shigella_flexneri,NC_003444,Inf
Spiroplasma_melliferum,NC_003438,Inf
Mycobacterium_avium,NC_003387,Inf
Escherichia_coli,NC_003356,Inf
Sinorhizobium_meliloti,NC_003324,Inf
Haemophilus_influenzae,NC_003315,Inf
Burkholderia_thailandensis,NC_003309,Inf
Vibrio_cholerae,NC_003313,Inf
Pseudomonas_syringae,NC_003301,Inf
Pseudomonas_syringae,NC_003300,Inf
Pseudomonas_syringae,NC_003299,Inf
Escherichia_coli,NC_003298,Inf
Staphylococcus_aureus,NC_003288,Inf
Pseudomonas_aeruginosa,NC_003278,Inf
Listeria_monocytogenes,NC_003216,Inf
Myxococcus_xanthus,NC_003085,Inf
Lactococcus_lactis,NC_002796,Inf
Lactococcus_lactis,NC_002747,Inf
Escherichia_coli,NC_002730,Inf
Lactococcus_lactis,NC_002703,Inf
Lactococcus_lactis,NC_002671,Inf
Lactococcus_lactis,NC_002669,Inf
Lactococcus_lactis,NC_002668,Inf
Lactococcus_lactis,NC_002667,Inf
Lactococcus_lactis,NC_002666,Inf
Lactococcus_lactis,NC_002670,Inf
Mycobacterium_smegmatis,NC_002656,Inf
Bdellovibrio_bacteriovorus,NC_002643,Inf
Mycoplasma_pulmonis,NC_002515,Inf
Chlamydophila_pneumoniae,NC_002180,Inf
Staphylococcus_aureus,NC_002486,Inf
Vibrio_parahaemolyticus,NC_002363,Inf
Vibrio_parahaemolyticus,NC_002362,Inf
Staphylococcus_aureus,NC_002321,Inf
Streptococcus_thermophilus,NC_002185,Inf
Escherichia_coli,NC_002167,Inf
Yersinia_enterocolitica,NC_001271,Inf
Escherichia_coli,NC_000929,Inf
Escherichia_coli,NC_000902,Inf
Lactobacillus_gasseri,NC_000896,Inf
Streptococcus_thermophilus,NC_000872,Inf
Streptococcus_thermophilus,NC_000871,Inf
Chlamydia_psittaci,NC_001998,Inf
Vibrio_cholerae,NC_001956,Inf
Escherichia_coli,NC_001954,Inf
Mycoplasma_arthritidis,NC_001942,Inf
Lactococcus_lactis,NC_001909,Inf
Mycobacterium_tuberculosis,NC_001900,Inf
Escherichia_coli,NC_001895,Inf
Escherichia_coli,NC_001890,Inf
Bacillus_subtilis,NC_001884,Inf
Lactococcus_lactis,NC_001835,Inf
Chlamydia_psittaci,NC_001741,Inf
Lactococcus_lactis,NC_001706,Inf
Haemophilus_influenzae,NC_001697,Inf
Pseudomonas_aeruginosa,NC_001628,Inf
Escherichia_coli,NC_001609,Inf
Escherichia_coli,NC_001604,Inf
Acholeplasma_laidlawii,NC_001447,Inf
Escherichia_coli,NC_001426,Inf
Escherichia_coli,NC_001416,Inf
Escherichia_coli,NC_002014,Inf
Xanthomonas_campestris,NC_001396,Inf
Spiroplasma_citri,NC_001365,Inf
Acholeplasma_laidlawii,NC_001341,Inf
Escherichia_coli,NC_001332,Inf
Pseudomonas_aeruginosa,NC_001331,Inf
Escherichia_coli,NC_001330,Inf
